stewartERR2027890.kraken.filtered.report,shiSRR873458.kraken.filtered.report,shiSRR873455.kraken.filtered.report,stewartERR2027917.kraken.filtered.report,shiSRR873463.kraken.filtered.report,wallaceERR983265.kraken.filtered.report,shiSRR873599.kraken.filtered.report,wallaceERR983268.kraken.filtered.report,stewartERR2027895.kraken.filtered.report,hessSRR094166.kraken.filtered.report,stewartERR2027928.kraken.filtered.report,stewartERR2027923.kraken.filtered.report,shiSRR873457.kraken.filtered.report,hessSRR094424.kraken.filtered.report,shiSRR873597.kraken.filtered.report,shiSRR873452.kraken.filtered.report,hessSRR094418.kraken.filtered.report,shiSRR873460.kraken.filtered.report,stewartERR2027903.kraken.filtered.report,stewartERR2027908.kraken.filtered.report,shiSRR873602.kraken.filtered.report,shiSRR873596.kraken.filtered.report,stewartERR2027927.kraken.filtered.report,stewartERR2027929.kraken.filtered.report,stewartERR2027912.kraken.filtered.report,wallaceERR983264.kraken.filtered.report,shiSRR873459.kraken.filtered.report,shiSRR873606.kraken.filtered.report,shiSRR873604.kraken.filtered.report,stewartERR2027909.kraken.filtered.report,stewartERR2027920.kraken.filtered.report,shiSRR873454.kraken.filtered.report,shiSRR873462.kraken.filtered.report,stewartERR2027889.kraken.filtered.report,stewartERR2027916.kraken.filtered.report,shiSRR873464.kraken.filtered.report,stewartERR2027891.kraken.filtered.report,shiSRR873595.kraken.filtered.report,stewartERR2027900.kraken.filtered.report,hessSRR094416.kraken.filtered.report,shiSRR873609.kraken.filtered.report,wallaceERR983263.kraken.filtered.report,hessSRR094415.kraken.filtered.report,stewartERR2027925.kraken.filtered.report,shiSRR1222431.kraken.filtered.report,stewartERR2027898.kraken.filtered.report,stewartERR2027918.kraken.filtered.report,shiSRR873456.kraken.filtered.report,hessSRR094419.kraken.filtered.report,hessSRR094403.kraken.filtered.report,shiSRR873598.kraken.filtered.report,shiSRR873605.kraken.filtered.report,stewartERR2027926.kraken.filtered.report,hessSRR094417.kraken.filtered.report,stewartERR2027915.kraken.filtered.report,stewartERR2027897.kraken.filtered.report,shiSRR873607.kraken.filtered.report,stewartERR2027924.kraken.filtered.report,stewartERR2027902.kraken.filtered.report,wallaceERR2027890.kraken.filtered.report,shiSRR1222429.kraken.filtered.report,wallaceERR2530126.kraken.filtered.report,wallaceERR2027889.kraken.filtered.report,stewartERR2027899.kraken.filtered.report,shiSRR1267595.kraken.filtered.report,stewartERR2027919.kraken.filtered.report,shiSRR873608.kraken.filtered.report,shiSRR873451.kraken.filtered.report,hessSRR094428.kraken.filtered.report,shiSRR873601.kraken.filtered.report,stewartERR2027910.kraken.filtered.report,stewartERR2027907.kraken.filtered.report,hessSRR094427.kraken.filtered.report,shiSRR873610.kraken.filtered.report,wallaceERR983269.kraken.filtered.report,stewartERR2027921.kraken.filtered.report,hessSRR094405.kraken.filtered.report,wallaceERR983266.kraken.filtered.report,shiSRR873465.kraken.filtered.report,stewartERR2027913.kraken.filtered.report,wallaceERR983262.kraken.filtered.report,stewartERR2027905.kraken.filtered.report,shiSRR873461.kraken.filtered.report,stewartERR2027911.kraken.filtered.report,shiSRR873453.kraken.filtered.report,stewartERR2027914.kraken.filtered.report,stewartERR2027901.kraken.filtered.report,wallaceERR983267.kraken.filtered.report,stewartERR2027893.kraken.filtered.report,stewartERR2027892.kraken.filtered.report,shiSRR873603.kraken.filtered.report,stewartERR2027904.kraken.filtered.report,stewartERR2027896.kraken.filtered.report,stewartERR2027894.kraken.filtered.report,wallaceERR2530127.kraken.filtered.report,stewartERR2027906.kraken.filtered.report,wallaceERR2282092.kraken.filtered.report,stewartERR2027930.kraken.filtered.report,stewartERR2027922.kraken.filtered.report,shiSRR873600.kraken.filtered.report,shiSRR873450.kraken.filtered.report
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae",8.0,0.0,0.0,10.0,1.0,16.0,61.0,80.0,4.0,0.0,7.0,6.0,0.0,109.0,42.0,0.0,3.0,0.0,3.0,5.0,27.0,140.0,4.0,30.0,18.0,21.0,0.0,37.0,86.0,14.0,13.0,0.0,0.0,6.0,20.0,0.0,2.0,100.0,4.0,4.0,70.0,21.0,2.0,10.0,114.0,2.0,8.0,0.0,201.0,3.0,39.0,64.0,14.0,2.0,19.0,5.0,66.0,17.0,5.0,3.0,1.0,10.0,6.0,5.0,16.0,20.0,53.0,0.0,49.0,45.0,9.0,21.0,103.0,106.0,38.0,9.0,0.0,12.0,0.0,10.0,10.0,6.0,0.0,4.0,0.0,8.0,3.0,68.0,1.0,3.0,18.0,11.0,11.0,5.0,6.0,14.0,50.0,5.0,19.0,71.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Faecalibacterium|Faecalibacterium prausnitzii",149.0,0.0,1.0,302.0,0.0,2490.0,10.0,362.0,390.0,9.0,207.0,316.0,0.0,175.0,33.0,0.0,14.0,0.0,180.0,177.0,9.0,25.0,221.0,650.0,361.0,630.0,0.0,8.0,6.0,612.0,426.0,0.0,0.0,260.0,543.0,0.0,108.0,29.0,283.0,16.0,11.0,1785.0,10.0,417.0,11.0,714.0,289.0,0.0,159.0,19.0,13.0,55.0,257.0,16.0,716.0,220.0,11.0,314.0,203.0,72.0,0.0,76.0,260.0,955.0,81.0,326.0,10.0,0.0,212.0,33.0,327.0,296.0,129.0,7.0,348.0,503.0,12.0,142.0,0.0,304.0,537.0,305.0,0.0,300.0,0.0,246.0,252.0,239.0,396.0,360.0,15.0,667.0,354.0,144.0,149.0,121.0,1283.0,157.0,262.0,39.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus",10.0,0.0,0.0,14.0,0.0,12.0,233.0,49.0,13.0,0.0,8.0,10.0,0.0,30.0,234.0,0.0,1.0,0.0,17.0,23.0,104.0,647.0,5.0,19.0,30.0,135.0,0.0,180.0,235.0,32.0,11.0,0.0,1.0,9.0,27.0,0.0,11.0,522.0,100.0,2.0,281.0,50.0,0.0,13.0,302.0,40.0,11.0,0.0,46.0,1.0,234.0,157.0,11.0,1.0,14.0,8.0,270.0,16.0,13.0,8.0,2.0,6.0,9.0,1.0,54.0,16.0,205.0,0.0,6.0,308.0,23.0,65.0,20.0,444.0,25.0,13.0,4.0,37.0,1.0,12.0,20.0,39.0,1.0,10.0,0.0,5.0,22.0,58.0,9.0,13.0,26.0,113.0,20.0,27.0,2.0,29.0,29.0,20.0,9.0,246.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus albus",27.0,1229.0,1463.0,14.0,2029.0,47.0,2705.0,75.0,52.0,4.0,35.0,16.0,399.0,101.0,18252.0,228.0,5.0,32.0,22.0,24.0,1940.0,32841.0,25.0,8.0,2.0,410.0,1396.0,13990.0,12850.0,25.0,6.0,358.0,2143.0,41.0,21.0,1492.0,72.0,35415.0,51.0,2.0,16689.0,98.0,3.0,4.0,10305.0,25.0,10.0,2817.0,265.0,6.0,1726.0,287.0,6.0,3.0,6.0,69.0,9034.0,5.0,13.0,15.0,67.0,2.0,41.0,3.0,91.0,3.0,9322.0,5223.0,70.0,18406.0,50.0,61.0,187.0,42520.0,43.0,30.0,3.0,252.0,8508.0,10.0,87.0,59.0,5434.0,13.0,2875.0,15.0,50.0,162.0,4.0,88.0,914.0,53.0,55.0,104.0,2.0,37.0,40.0,57.0,24.0,8394.0,4273.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus bicirculans",10.0,1.0,0.0,5.0,0.0,15.0,126.0,7.0,10.0,0.0,3.0,7.0,0.0,1.0,46.0,0.0,0.0,0.0,15.0,11.0,51.0,152.0,7.0,0.0,3.0,228.0,0.0,56.0,105.0,13.0,2.0,0.0,0.0,5.0,5.0,0.0,4.0,118.0,17.0,0.0,77.0,23.0,0.0,0.0,108.0,6.0,3.0,0.0,19.0,0.0,49.0,66.0,1.0,0.0,1.0,10.0,102.0,2.0,5.0,3.0,1.0,6.0,5.0,4.0,23.0,3.0,69.0,0.0,0.0,76.0,5.0,31.0,8.0,51.0,2.0,4.0,0.0,13.0,0.0,0.0,80.0,74.0,0.0,2.0,0.0,2.0,44.0,10.0,4.0,25.0,12.0,52.0,30.0,17.0,3.0,36.0,164.0,8.0,2.0,90.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus champanellensis",6.0,0.0,2.0,9.0,0.0,8.0,121.0,38.0,29.0,2.0,1.0,13.0,0.0,25.0,137.0,2.0,3.0,0.0,10.0,8.0,172.0,70.0,12.0,10.0,4.0,66.0,0.0,60.0,106.0,19.0,9.0,0.0,0.0,9.0,11.0,0.0,4.0,134.0,33.0,2.0,201.0,25.0,1.0,2.0,126.0,4.0,4.0,1.0,52.0,1.0,139.0,93.0,4.0,5.0,9.0,7.0,124.0,3.0,10.0,3.0,3.0,9.0,9.0,3.0,44.0,8.0,131.0,0.0,3.0,51.0,12.0,14.0,24.0,79.0,29.0,8.0,2.0,42.0,0.0,3.0,21.0,17.0,0.0,5.0,0.0,4.0,9.0,37.0,3.0,27.0,37.0,28.0,15.0,26.0,2.0,4.0,90.0,11.0,9.0,140.0,1.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] stercorarium",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|Ruminiclostridium thermocellum",1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae",3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,23.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,16.0,2.0,2.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium",2.0,1.0,0.0,0.0,0.0,5.0,0.0,7.0,1.0,0.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,3.0,7.0,2.0,1.0,0.0,39.0,0.0,2.0,0.0,5.0,8.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,6.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,37.0,0.0,5.0,5.0,0.0,0.0,0.0,7.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,7.0,0.0,3.0,4.0,3.0,1.0,11.0,2.0,4.0,0.0,0.0,155.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,1.0,27.0,1.0,2.0,0.0,10.0,0.0,0.0,5.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sp. SY8519",31.0,0.0,16.0,3.0,0.0,235.0,19984.0,16.0,215.0,1.0,8.0,11.0,6.0,26.0,18542.0,18.0,1.0,0.0,116.0,24.0,13316.0,50701.0,4.0,536.0,3.0,1288.0,0.0,20.0,62.0,134.0,13.0,9.0,0.0,18.0,12.0,0.0,14.0,20506.0,1841.0,2.0,68.0,107.0,1.0,2.0,53.0,317.0,2.0,18.0,35.0,3.0,17230.0,64.0,8.0,4.0,170.0,26.0,98.0,4.0,33.0,10.0,11.0,77.0,18.0,2445.0,784.0,14.0,60.0,41.0,24.0,39025.0,69.0,1649.0,34.0,84.0,16.0,57.0,1.0,110.0,0.0,19.0,988.0,2181.0,0.0,29.0,19.0,9.0,910.0,12.0,24.0,726.0,68.0,1770.0,47.0,1209.0,136.0,1025.0,1760.0,26.0,15.0,13356.0,21.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium perfringens",27.0,0.0,0.0,3.0,0.0,35.0,0.0,9.0,7.0,1.0,3.0,23.0,0.0,12.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,6.0,6.0,5.0,27.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,9.0,10.0,0.0,2.0,0.0,24.0,1.0,1.0,74.0,0.0,2.0,0.0,13.0,3.0,0.0,9.0,1.0,0.0,0.0,4.0,2.0,6.0,13.0,12.0,0.0,9.0,10.0,0.0,0.0,9.0,50.0,0.0,3.0,0.0,0.0,5.0,0.0,18.0,53.0,9.0,0.0,3.0,10.0,0.0,541.0,0.0,8.0,1.0,48.0,0.0,7.0,0.0,5.0,43.0,7.0,5.0,15.0,0.0,25.0,6.0,9.0,0.0,25.0,0.0,4.0,2.0,0.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium isatidis",6.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,8.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,8.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,2.0,0.0,1.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium baratii",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium cochlearium",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sporogenes",1.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,8.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,4.0,5.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,5.0,0.0,2.0,0.0,6.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,20.0,0.0,4.0,3.0,0.0,13.0,0.0,4.0,25.0,6.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,21.0,0.0,5.0,3.0,9.0,5.0,5.0,76.0,0.0,1.0,10.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium beijerinckii",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Mordavella|Mordavella sp. Marseille-P3756",17.0,0.0,0.0,46.0,0.0,154.0,21.0,46.0,46.0,27.0,47.0,37.0,0.0,319.0,16.0,0.0,22.0,0.0,45.0,35.0,39.0,66.0,21.0,64.0,61.0,84.0,0.0,5.0,17.0,24.0,85.0,0.0,2.0,38.0,44.0,0.0,14.0,12.0,34.0,17.0,17.0,87.0,16.0,54.0,16.0,91.0,20.0,0.0,162.0,27.0,13.0,26.0,37.0,22.0,56.0,27.0,26.0,44.0,25.0,11.0,0.0,15.0,38.0,25.0,16.0,48.0,19.0,0.0,344.0,73.0,57.0,30.0,141.0,6.0,52.0,49.0,29.0,65.0,0.0,30.0,98.0,41.0,0.0,61.0,0.0,42.0,80.0,34.0,46.0,34.0,4.0,33.0,52.0,52.0,13.0,48.0,145.0,17.0,30.0,16.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|NA|NA|Clostridiales bacterium CCNA10",24.0,0.0,0.0,28.0,0.0,40.0,9.0,37.0,6.0,37.0,19.0,6.0,0.0,542.0,21.0,0.0,28.0,0.0,7.0,29.0,10.0,8.0,34.0,58.0,42.0,189.0,0.0,4.0,16.0,48.0,18.0,0.0,0.0,27.0,49.0,0.0,5.0,10.0,216.0,40.0,25.0,67.0,19.0,8.0,7.0,172.0,6.0,0.0,384.0,31.0,10.0,14.0,33.0,34.0,74.0,35.0,23.0,26.0,785.0,12.0,0.0,18.0,27.0,6.0,2.0,25.0,14.0,0.0,398.0,6.0,34.0,268.0,295.0,7.0,59.0,44.0,27.0,72.0,0.0,70.0,97.0,9.0,0.0,38.0,0.0,84.0,22.0,74.0,120.0,7.0,6.0,97.0,19.0,26.0,16.0,302.0,56.0,14.0,46.0,12.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|NA|NA|Clostridiales bacterium 70B-A",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|NA|Monoglobus|Monoglobus pectinilyticus",3.0,0.0,0.0,3.0,0.0,1.0,10.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,2.0,34.0,0.0,2.0,1.0,12.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,39.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,10.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,55.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,5.0,11.0,13.0,0.0,2.0,0.0,3.0,4.0,4.0,1.0,1.0,1.0,11.0,65.0,1.0,2.0,1.0,8.0,13.0,1.0,0.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|NA|Flavonifractor|Flavonifractor plautii",1.0,0.0,0.0,4.0,0.0,9.0,48.0,15.0,0.0,2.0,5.0,3.0,0.0,34.0,107.0,0.0,3.0,0.0,1.0,3.0,49.0,42.0,4.0,11.0,2.0,15.0,0.0,50.0,63.0,2.0,5.0,0.0,0.0,1.0,6.0,0.0,0.0,43.0,7.0,0.0,100.0,20.0,6.0,4.0,93.0,1.0,1.0,0.0,54.0,2.0,24.0,66.0,8.0,3.0,6.0,3.0,107.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,20.0,7.0,56.0,0.0,1.0,40.0,3.0,0.0,27.0,29.0,16.0,7.0,1.0,13.0,0.0,6.0,6.0,3.0,0.0,3.0,0.0,5.0,0.0,16.0,1.0,4.0,16.0,1.0,6.0,1.0,1.0,4.0,34.0,1.0,5.0,48.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Christensenellaceae|Christensenella|Christensenella sp. Marseille-P3954",6.0,0.0,0.0,7.0,0.0,5.0,2.0,10.0,17.0,6.0,4.0,13.0,0.0,42.0,1.0,0.0,6.0,0.0,7.0,39.0,3.0,1.0,1.0,8.0,10.0,57.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,9.0,10.0,0.0,2.0,4.0,45.0,3.0,0.0,9.0,2.0,11.0,2.0,25.0,1.0,0.0,72.0,6.0,0.0,3.0,3.0,9.0,1.0,6.0,1.0,4.0,14.0,3.0,0.0,1.0,9.0,25.0,0.0,6.0,2.0,0.0,38.0,0.0,7.0,30.0,22.0,0.0,6.0,5.0,1.0,12.0,0.0,11.0,28.0,31.0,0.0,14.0,0.0,4.0,9.0,10.0,7.0,53.0,1.0,60.0,14.0,53.0,11.0,20.0,44.0,6.0,7.0,2.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Christensenellaceae|Christensenella|Christensenella minuta",5.0,0.0,1.0,2.0,0.0,2.0,6.0,12.0,2.0,0.0,8.0,6.0,0.0,14.0,96.0,0.0,0.0,0.0,1.0,6.0,11.0,61.0,8.0,2.0,15.0,588.0,0.0,2.0,4.0,5.0,2.0,0.0,0.0,5.0,21.0,0.0,5.0,150.0,63.0,1.0,1.0,1.0,0.0,2.0,1.0,53.0,4.0,0.0,55.0,1.0,39.0,5.0,11.0,0.0,2.0,1.0,80.0,4.0,0.0,2.0,0.0,4.0,5.0,107.0,2.0,13.0,3.0,1.0,6.0,20.0,5.0,685.0,12.0,8.0,32.0,3.0,0.0,6.0,0.0,25.0,189.0,173.0,2.0,9.0,0.0,11.0,25.0,22.0,1.0,0.0,2.0,137.0,24.0,1.0,8.0,10.0,138.0,10.0,18.0,660.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|Mogibacterium",7.0,0.0,0.0,7.0,0.0,5.0,10.0,31.0,0.0,0.0,13.0,9.0,0.0,13.0,19.0,0.0,0.0,0.0,2.0,9.0,12.0,5.0,3.0,12.0,12.0,3.0,0.0,1.0,22.0,4.0,13.0,0.0,0.0,5.0,7.0,0.0,1.0,12.0,6.0,0.0,8.0,9.0,0.0,8.0,14.0,8.0,3.0,0.0,27.0,0.0,11.0,13.0,7.0,0.0,11.0,3.0,20.0,4.0,5.0,3.0,0.0,3.0,5.0,5.0,2.0,8.0,1.0,0.0,2.0,8.0,4.0,9.0,4.0,8.0,19.0,6.0,0.0,2.0,0.0,12.0,7.0,9.0,0.0,13.0,0.0,14.0,10.0,16.0,6.0,8.0,5.0,5.0,5.0,1.0,0.0,7.0,32.0,3.0,7.0,9.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Symbiobacteriaceae|Symbiobacterium|Symbiobacterium thermophilum",6.0,0.0,0.0,4.0,0.0,0.0,0.0,33.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,55.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,24.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,5.0,26.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
