"Family","stewartERR2027890","shiSRR873458","shiSRR873455","stewartERR2027917","shiSRR873463","wallaceERR983265","shiSRR873599","wallaceERR983268","stewartERR2027895","hessSRR094166","stewartERR2027928","stewartERR2027923","shiSRR873457","hessSRR094424","shiSRR873597","shiSRR873452","hessSRR094418","shiSRR873460","stewartERR2027903","stewartERR2027908","shiSRR873602","shiSRR873596","stewartERR2027927","stewartERR2027929","stewartERR2027912","wallaceERR983264","shiSRR873459","shiSRR873606","shiSRR873604","stewartERR2027909","stewartERR2027920","shiSRR873454","shiSRR873462","stewartERR2027889","stewartERR2027916","shiSRR873464","stewartERR2027891","shiSRR873595","stewartERR2027900","hessSRR094416","shiSRR873609","wallaceERR983263","hessSRR094415","stewartERR2027925","shiSRR1222431","stewartERR2027898","stewartERR2027918","shiSRR873456","hessSRR094419","hessSRR094403","shiSRR873598","shiSRR873605","stewartERR2027926","hessSRR094417","stewartERR2027915","stewartERR2027897","shiSRR873607","stewartERR2027924","stewartERR2027902","wallaceERR2027890","shiSRR1222429","wallaceERR2530126","wallaceERR2027889","stewartERR2027899","shiSRR1267595","stewartERR2027919","shiSRR873608","shiSRR873451","hessSRR094428","shiSRR873601","stewartERR2027910","stewartERR2027907","hessSRR094427","shiSRR873610","wallaceERR983269","stewartERR2027921","hessSRR094405","wallaceERR983266","shiSRR873465","stewartERR2027913","wallaceERR983262","stewartERR2027905","shiSRR873461","stewartERR2027911","shiSRR873453","stewartERR2027914","stewartERR2027901","wallaceERR983267","stewartERR2027893","stewartERR2027892","shiSRR873603","stewartERR2027904","stewartERR2027896","stewartERR2027894","wallaceERR2530127","stewartERR2027906","wallaceERR2282092","stewartERR2027930","stewartERR2027922","shiSRR873600","shiSRR873450"
"Segniliparaceae",474,129,29,526,64,75,837,466,255,142,540,403,57,1148,1322,77,134,100,217,476,752,780,551,523,603,202,78,888,1177,236,643,66,87,491,611,77,316,868,327,140,1517,295,145,420,1539,396,449,36,65,120,950,993,426,149,567,382,956,817,525,236,10,92,491,139,539,624,1440,42,1232,1205,386,216,67,1233,411,643,132,154,111,535,84,163,85,439,140,560,180,369,409,281,237,233,998,182,158,349,589,406,566,948,37
"Tsukamurellaceae",1212,498,316,1373,261,537,2916,1388,854,301,1470,1303,288,2134,2883,159,328,462,1115,1333,2465,2846,1886,1659,1962,1037,187,3277,3409,914,1676,171,240,1479,1900,271,950,3729,1293,336,5325,957,376,1075,4924,852,1203,126,91,333,2281,3706,1315,381,1370,1615,3754,1704,1800,591,20,612,1479,1241,1671,1814,3688,177,2526,3095,1167,922,89,3198,926,1859,354,345,413,1547,530,1173,284,1331,249,1712,970,1011,1438,1508,1180,1151,2178,1133,545,1401,3224,1377,1614,4611,224
"Frankiaceae",4656,1258,442,5820,703,1372,11324,4952,4255,1426,6136,4857,954,9296,15218,611,1397,1056,3552,6096,10064,11284,7879,6357,7646,6013,980,12310,14578,3872,7214,693,754,6067,7943,807,4185,12189,5297,1450,17998,4254,1471,4792,19408,4487,4382,718,413,1345,7968,15924,5701,1456,5880,6493,13941,6277,6701,2140,93,2283,6067,5466,7072,7580,15445,679,10476,15514,5000,3973,528,11376,4145,7703,1396,1740,924,6042,1918,6508,953,5340,1542,7748,4657,4247,3804,6603,3971,5996,8395,6819,2821,4724,12958,4743,6613,13147,578
"Geodermatophilaceae",1776,461,162,2480,227,478,6708,1737,1870,615,2471,1900,249,3513,5586,316,551,565,1407,2304,4116,4047,3099,2549,3162,2226,300,5354,5539,2275,3070,274,289,2709,3227,360,1804,5602,2074,607,7873,1721,615,1919,8541,1447,1775,265,169,620,3632,6518,2190,610,2388,2589,6157,2239,2486,824,36,1124,2709,2384,2774,3038,6875,177,4012,5936,2044,1957,212,4436,1632,3102,586,642,346,2398,673,2137,314,2122,486,3208,1522,1618,2106,2438,1793,2092,3600,2654,980,2071,4741,1695,2633,4909,244
"Glycomycetaceae",897,186,63,1141,133,271,3134,1021,527,347,1062,1028,232,2275,2660,102,339,186,604,1075,1600,2082,1431,1233,1443,823,131,2411,2885,602,1336,132,152,1216,1490,127,920,2332,788,332,3506,892,357,850,3744,873,801,107,108,328,1363,2848,1079,308,1073,1195,2772,1084,1269,435,13,565,1216,794,1062,1576,3260,74,2639,2387,1090,969,160,2164,841,1528,326,498,149,1191,403,493,198,1111,179,1493,595,916,902,760,699,649,2146,1108,399,466,2091,1018,1236,2166,65
"Jiangellaceae",1979,448,148,2517,287,349,3583,1806,1743,651,2671,1881,280,3632,4656,249,598,475,986,2479,3562,4304,3699,2382,3395,1441,248,5457,5836,1748,2956,187,302,2477,3310,357,1858,4779,1971,592,7482,1521,631,1929,8466,1538,1948,185,165,573,3267,6130,2479,619,2282,2552,6320,2509,2888,942,46,961,2477,1850,2342,3265,6616,226,4167,5514,2090,1304,197,4305,1753,3116,592,711,352,2693,765,1656,400,2359,396,3376,2214,1834,1560,2301,1534,2969,3681,2562,789,1724,5164,1797,2925,4602,160
"Kineosporiaceae",661,194,71,968,141,149,1954,576,474,226,1033,746,144,1598,2212,82,269,176,539,980,1348,1388,1198,890,1123,576,97,1754,2190,539,1046,136,124,968,1215,114,683,1837,759,258,2858,748,256,698,3019,475,643,96,52,262,1454,2484,838,262,920,952,2312,997,1052,315,12,453,968,204,1037,1147,2078,97,1805,2168,787,739,78,1553,583,1095,283,224,136,986,402,397,160,932,195,1146,391,569,664,630,536,358,1280,612,190,293,1175,696,974,1947,48
"Beutenbergiaceae",1315,290,119,1716,313,281,2736,1178,1221,438,1825,1352,227,2731,3708,169,410,261,935,1728,2683,2396,2197,1913,2234,1408,212,3088,4239,1243,2091,122,224,1792,2256,213,1230,3059,1245,411,4740,1154,413,1444,5682,940,1202,272,124,412,2371,4199,1675,447,1616,1809,4116,1680,1877,610,31,886,1792,1367,1678,2214,4192,177,3084,4108,1478,1022,153,3242,1118,2284,426,614,226,1785,538,1498,223,1414,285,2317,1113,1219,1151,1818,1131,1419,2662,1737,783,1371,4332,1252,1970,2828,112
"Brevibacteriaceae",3319,909,449,3596,839,1416,8303,3976,3617,837,3981,3455,658,6588,9475,595,825,854,3463,4681,6172,8681,4613,4144,4678,4175,672,8054,9914,4912,4988,557,769,3586,4959,1075,2469,9711,4307,829,11107,2871,884,3174,11903,3174,2948,487,363,817,7246,10186,3380,876,3848,3926,10037,4567,4307,1525,52,3416,3586,4946,6262,4577,11450,562,7067,8902,3756,3729,362,9848,2798,4881,806,1747,917,3793,1987,4584,829,3706,1128,4838,3784,3042,3152,5214,2143,5114,5331,5441,2954,5056,11264,3157,3916,9096,497
"Cellulomonadaceae",3181,1456,433,3922,728,760,8632,2964,2631,982,4578,3297,748,6000,8738,440,962,919,3256,4326,7242,7347,5612,4108,5459,3348,673,8709,10542,3491,5136,650,692,4185,5486,810,3124,9442,2991,903,13615,2746,1006,3263,14180,3216,3124,521,294,907,5572,10448,3745,984,3724,4331,9895,4161,4623,1478,59,1710,4185,2831,4819,5243,11059,535,7082,9935,3452,2837,325,9612,2597,5088,948,1002,990,4276,1185,2677,856,4015,1107,5686,3020,2817,2909,3527,3345,3521,5919,3486,1176,3893,8641,3021,4410,12824,420
"Dermabacteraceae",5221,1595,771,6412,964,1343,16228,5588,5080,1658,6438,5755,1386,11699,16135,1057,1644,1454,4487,6878,13629,11751,8392,7575,8768,4634,902,14111,17123,5986,8365,1096,947,6736,8923,1109,4544,16594,4947,1688,23661,4636,1723,5445,24583,5019,4887,773,575,1631,11026,18873,6135,1750,6817,6912,17968,6645,7558,2429,107,3989,6736,5349,8520,8568,17712,736,12808,16771,6125,4399,647,15390,4791,8674,1621,2212,1489,6790,2269,5078,1338,6449,1534,8722,4352,4962,4885,6292,4272,6131,10232,6056,2864,4822,14779,5266,7399,16802,734
"Dermacoccaceae",1473,437,267,1853,325,743,4231,1499,1599,414,1824,1833,426,3392,5424,272,476,354,1066,2080,3328,3265,2563,2115,2583,1745,299,3671,5698,2602,2336,295,289,1866,2592,267,1413,4341,2106,463,6182,1282,457,1555,7155,1642,1362,305,175,451,3690,4940,1721,505,1948,2170,4944,1931,2317,681,38,3202,1866,1885,2775,2403,6361,221,3870,5521,1698,1475,196,4573,1281,2744,490,682,411,2055,907,2190,317,2280,533,2694,1700,1403,1459,1994,1330,2675,2649,1761,2086,2139,6162,1567,2049,4604,197
"Dermatophilaceae",894,371,174,877,196,360,2440,1229,849,234,1167,902,240,2066,2311,307,215,275,1192,1272,1330,2720,1077,1119,1110,1764,285,2558,2944,829,1269,206,266,941,1288,302,690,1961,656,213,3343,854,227,753,3441,946,742,132,115,228,2456,2861,852,229,933,1026,2946,1420,1134,425,19,1073,941,1077,2217,1136,2585,288,2179,2278,945,558,120,2842,778,1269,238,323,343,982,637,1031,343,952,398,1275,1074,860,958,1057,529,1101,1292,1126,776,1236,2617,956,934,2396,192
"Intrasporangiaceae",6093,1886,839,7734,1273,1688,15992,6044,5574,1977,8424,6713,1332,13318,19823,915,1921,1733,4289,8604,14898,14087,10175,8032,9781,6928,1221,15960,21148,7295,9141,1088,1050,7964,10409,1282,5707,17442,7711,1919,25972,5358,2041,6213,28574,5646,5957,1007,641,1927,11347,20953,7198,2072,7424,8002,19330,8092,8653,2826,112,5281,7964,8525,9964,9862,20566,833,15035,21111,6933,5352,801,17292,5583,10353,1993,2285,2004,8246,2562,6379,1337,8124,2083,10306,5917,6343,6615,7888,5555,8009,10647,8815,4166,7370,21084,6081,9003,18908,739
"Jonesiaceae",261,132,63,252,186,137,598,378,209,58,252,229,55,618,1025,58,53,115,407,314,482,535,375,274,348,344,66,637,878,225,321,48,72,252,353,54,173,608,331,63,705,188,66,206,694,351,247,90,46,48,609,797,260,58,276,301,882,306,299,115,7,214,252,347,350,387,825,63,533,1556,248,201,43,615,198,351,55,111,97,328,390,207,97,296,135,389,136,287,362,292,155,259,461,250,558,226,603,251,318,677,44
"Microbacteriaceae",34550,8927,4124,39782,5760,9423,82791,32666,30675,10676,46576,35212,6465,72831,117008,5670,10417,8079,28678,44443,78705,84200,54950,43307,53519,38299,6132,89222,116711,36855,52677,4707,5744,41099,55101,7465,31639,105322,35997,10448,137014,33028,11032,35043,153009,31492,33369,5037,4320,10452,81845,114097,38702,11027,39651,45224,113998,45349,48251,16103,713,25653,41099,41891,61830,53270,113023,4862,81864,112130,36055,33922,5380,97213,28651,51499,10480,14249,8266,44588,15930,39873,7722,40517,11477,55153,36365,30854,29107,48286,27919,48160,59966,44350,22122,40068,114653,31657,45737,103747,4345
"Micrococcaceae",20274,6535,3488,22491,4583,7634,55407,22776,18656,5723,24674,22254,5607,43693,70975,4611,5833,5787,19505,26503,54838,53106,29072,26635,31239,25645,4673,53791,68927,21549,29624,3997,4249,23775,32158,5011,16458,59413,22975,5686,83124,20106,6123,19418,85546,19832,18511,3858,2384,5701,50980,68988,22198,6118,24500,24581,68581,27245,26524,9501,399,15394,23775,23071,39517,30944,67769,4848,47053,69489,23273,18409,2681,53655,17523,31800,5775,9290,6546,24996,10599,25531,5761,23978,8587,31686,20527,18772,19828,25888,15678,23309,37333,25031,15397,22985,55768,20035,25774,69856,4290
"Promicromonosporaceae",3309,855,440,4104,462,724,8551,2709,2948,974,4448,3294,534,6368,9516,347,1045,663,2523,4596,8036,8394,5674,4003,5448,2296,451,8483,10486,4170,5234,403,533,3984,5286,496,3147,9212,3452,959,13681,2470,1031,3292,14576,3145,3308,373,300,945,6107,10605,4076,1013,3718,4719,10744,3990,4785,1583,53,1462,3984,3380,5579,5491,10623,407,7366,9614,3601,3060,394,8392,2864,5384,982,1190,547,4126,1007,3164,718,3724,1051,5451,2710,2901,2591,4095,2863,3913,6688,4025,1593,3083,8573,3132,4750,11162,484
"Sanguibacteraceae",585,102,51,689,138,153,1421,507,351,215,709,595,77,1344,2174,89,172,132,312,822,1192,1722,1064,726,972,339,85,1683,2049,491,934,60,106,765,1056,106,564,1809,591,195,2850,465,197,548,3176,432,619,115,61,183,1240,2088,769,190,741,752,2333,631,795,253,12,319,765,875,1147,952,2745,79,1318,1951,610,428,76,2330,492,880,216,215,168,828,200,424,89,718,144,1040,385,559,506,529,444,618,988,551,302,270,1908,580,883,2319,44
"Micromonosporaceae",20807,4894,1823,24777,3071,5306,51238,19551,17257,6416,26343,21154,4139,40174,59135,2319,6424,4361,16015,26230,44391,43555,33265,26622,33429,17701,2950,53070,61933,19987,30917,2613,2933,25609,33323,3524,18552,53974,21160,6268,79131,16383,6559,20223,86487,19127,19678,2261,1835,6204,38595,66827,24387,6636,24866,26638,63274,26619,28679,9807,321,12271,25609,17819,31815,32895,67235,2183,44913,56539,22722,14698,2166,49647,17351,33442,6360,7752,4000,26214,7022,19568,3994,24561,5348,34066,15566,18031,18557,21860,15862,19654,36724,24491,11751,18722,47576,19907,28312,55841,1793
"Nakamurellaceae",1435,407,224,1697,286,443,3957,1537,1426,475,2079,1643,300,3409,3810,230,486,462,1336,2012,2992,4636,2466,1866,2183,1973,356,5132,5567,1430,2084,204,338,1778,2174,398,1450,3579,1627,429,6856,1404,470,1406,7271,1268,1445,230,172,455,2894,5524,1684,468,1820,1957,5506,1918,2054,674,26,1525,1778,2307,3479,2287,5723,319,3830,4344,1669,1469,212,4988,1392,2377,449,627,412,1876,580,2799,485,1789,407,2509,1955,1455,1219,2772,1331,2400,3058,2933,1125,2259,5974,1467,2011,4955,208
"Nocardioidaceae",11328,3634,1302,14204,2512,3290,28804,11535,10431,3768,15201,12068,2885,24949,34484,1896,3685,3408,8270,15303,26974,28050,18964,15582,18823,12149,2311,31738,37737,12573,17361,1907,2080,14644,19201,3353,10434,31338,12395,3747,46610,10275,3874,11710,53652,10294,11020,1788,1212,3595,23489,39484,13878,3709,13936,15852,36979,14391,16523,5289,234,7541,14644,10901,21080,18746,39180,1720,28476,36754,13237,9089,1392,31172,10138,19057,3723,4474,3694,15472,5232,11895,3545,14079,3366,19233,9946,10667,9872,13311,9883,13048,21133,14409,6058,12972,33267,11119,16319,33919,1328
"Propionibacteriaceae",14801,6321,2747,20208,4200,4642,44524,16272,13701,4399,19240,16144,4958,34054,50122,4238,4468,5434,13324,18572,41767,37589,26524,19666,28587,19421,4199,38494,49353,14349,22342,3573,3823,18897,24713,4687,13108,45415,15408,4415,62293,13779,4621,14075,68385,13937,14240,3476,1806,4470,32916,50187,19434,4595,18341,18680,50296,19736,20278,6867,293,11274,18897,19329,24945,23684,51300,4108,36795,52683,16919,14441,2043,39794,13682,23740,4409,7171,5855,19386,6830,17883,5576,18462,6879,24273,14119,14320,13731,18760,12228,17938,28674,19404,10150,15881,45292,15353,21170,44296,2853
"Pseudonocardiaceae",25342,5469,2305,28814,3437,5601,53275,22531,20925,8326,31860,24925,3780,47712,69071,2903,8197,5077,17711,34009,52120,52260,39405,31098,39274,18785,3456,58705,71940,24800,36831,2642,3564,32238,39237,3745,23566,63887,23509,8223,89615,18082,8702,24176,97723,21147,22819,2743,2141,8099,42959,75287,28489,8609,27985,32977,69943,30602,35777,11992,457,15486,32238,26024,35143,38623,74840,3081,54171,67627,27708,20685,2724,57415,19651,38125,8226,8744,5224,31774,8311,26472,4309,29505,5349,40262,18547,20928,22170,27621,18936,24756,54076,30851,11893,23983,59630,24194,32925,65475,2193
"Streptomycetaceae",94561,23546,9251,114450,14181,23282,239228,87610,77416,29532,123888,97308,16706,178740,268128,11479,29477,21522,71310,124572,209627,206915,156709,120093,156770,82045,14522,242271,294090,89738,142831,12772,13693,118372,152830,15757,86905,249094,97196,29049,367299,76985,30675,94536,401647,83043,90097,12037,8132,28713,181277,311840,112039,30997,109240,125599,294192,121053,132912,44546,1723,51958,118372,90051,150201,152423,303892,11008,204607,281897,102085,72768,9744,234311,76936,150673,29389,34737,19064,123810,31641,92588,20764,111810,21968,158961,72723,80557,84509,100306,76061,93858,180247,110805,47070,88529,226598,94045,130927,248300,8470
"Nocardiopsaceae",12051,826,380,3678,565,928,9192,4701,3266,1151,31654,8001,679,7249,9078,736,1162,985,3345,18509,7478,7088,8008,4308,5811,2369,672,8192,9382,12463,4641,557,670,14491,6877,818,16345,7895,2895,1173,12735,2784,1203,3993,13319,2754,3023,552,371,1064,6356,10205,6082,1182,4232,8104,10037,4922,10318,5472,70,1829,14491,4273,4943,5047,9895,449,7914,10250,10115,2158,467,7876,4038,5139,1160,1523,668,6789,1141,6326,956,16202,1199,7939,2669,2917,2921,3893,2343,3804,37309,3937,1898,2588,8821,6036,4318,8699,517
"Streptosporangiaceae",4156,1046,389,4838,532,1353,9745,3736,3443,1217,5181,4117,654,8065,11525,482,1274,872,3062,5481,9204,7766,6587,5225,6798,4609,697,10684,12759,3838,5966,441,535,5352,6407,652,3570,12490,4925,1207,14723,3895,1337,4239,17688,3385,4053,536,363,1257,7581,13936,4861,1357,4917,5532,12319,5307,5664,1913,67,2517,5352,5370,6247,6444,12638,416,8995,11179,4427,3148,447,9076,3432,6632,1284,1283,719,5193,1678,4839,735,5150,982,6828,3680,3526,3616,5168,3074,4825,7507,5789,2283,4280,10039,4541,5627,9474,535
"Thermomonosporaceae",1608,557,297,2103,377,497,5159,1717,1335,598,2178,1797,640,4261,4909,422,604,607,1439,2154,6422,3372,2712,2357,2674,1349,453,3531,5016,1573,2706,412,468,2211,2748,385,1471,3941,1596,604,6322,1451,659,1727,7158,1345,1703,246,188,631,3095,5360,1982,628,2261,2064,5964,2261,2403,721,29,581,2211,897,2778,2940,6650,226,4785,5636,2231,1446,234,3858,1547,3038,648,638,1112,2360,382,1721,742,2107,762,2892,1315,1524,1586,1751,1235,1433,3652,1825,630,1326,3321,1767,2296,4229,161
"Atopobiaceae",49272,31842,58783,69840,11999,67189,316501,53222,161215,10226,61711,88788,38432,72710,1471915,28891,10014,18761,175156,85791,495229,254682,67032,89218,80818,214408,12665,85770,237847,556368,97046,19207,14444,54776,109769,17060,32829,626587,133456,10210,355043,110722,10916,61704,356692,166393,60080,23786,4965,9884,1048568,263224,50675,10719,89952,84682,336185,76921,79467,22896,2254,156249,54776,187296,204128,80681,181724,29792,79050,431539,99976,424371,5588,164328,46368,210529,10316,35889,16092,71784,84428,227061,15575,102803,95183,76804,341253,48877,41448,98393,94251,279378,78110,89511,111711,481496,1491118,46262,63851,635841,58772
"Coriobacteriaceae",14668,8848,22404,19323,3532,5341,385558,15656,18241,3471,18918,16985,6978,23502,757095,8869,3294,5277,17395,19738,185159,750529,20286,21870,24426,21954,4030,27864,60623,19099,25380,9229,3460,17804,28346,4550,9951,993132,17793,3444,78127,17118,3665,15501,79035,18263,13473,15877,1398,3424,402018,65638,15930,3663,21547,16625,71057,22487,19336,6821,839,12600,17804,14661,44023,24494,48028,20579,25252,492082,18780,20111,1583,46289,14450,25399,3406,8286,5404,20016,9084,16158,4722,20050,27875,23611,21452,13964,13338,19859,42716,22555,23185,20842,11407,25702,97802,14398,19318,952583,11360
"Eggerthellaceae",66210,16524,8008,73076,8448,16314,133552,52011,72158,14400,72494,54693,13316,85239,219534,9569,13893,15564,53058,66499,162936,118962,83332,66197,90766,57302,9543,84793,184119,57710,86529,11065,10889,76250,107471,11488,40930,191892,50798,14029,235998,53569,14977,48630,231777,53079,42868,8045,5383,13700,117230,190373,61233,14527,64042,61075,203657,94047,64644,30623,1050,24201,76250,38434,70389,91774,152941,10614,92536,206000,62694,47544,6135,137379,51907,78457,14068,30114,10931,72298,21439,52668,11760,62876,21266,88728,55463,49441,55445,74839,37939,55360,92392,82510,21309,60483,183753,54966,76307,198112,9902
"Egibacteraceae",677,150,40,761,73,180,1263,566,734,181,815,570,95,1369,1608,86,200,131,303,688,1171,1182,1130,681,1048,636,58,1718,2219,492,993,72,62,852,1047,122,603,1553,849,195,2473,682,212,630,2895,516,642,51,80,185,1025,1986,807,195,715,978,2087,704,1008,308,9,448,852,1753,969,966,2044,76,1538,1943,648,835,81,1845,609,1022,208,271,183,830,313,1156,113,684,161,1128,721,630,506,1217,473,722,1355,1166,768,763,2417,683,952,1289,87
"Egicoccaceae",750,1141,128,1067,198,240,2092,991,837,273,1141,1023,236,2113,2414,112,289,524,603,1380,1886,2043,1416,1206,1409,1268,255,2398,2816,714,1306,147,197,1186,1460,322,706,2747,895,263,4027,950,304,768,4348,659,825,192,134,259,1455,3016,1034,312,1024,1119,2869,987,1187,330,24,632,1186,998,1759,1313,2627,184,2435,3337,1293,532,155,2620,764,1370,291,396,306,1140,304,1516,457,1151,371,1427,940,798,590,1381,670,1051,1592,1440,357,1248,2180,907,1159,2266,126
"Euzebyaceae",1107,444,169,1179,265,288,2864,1150,1051,358,1264,1046,296,2857,3566,423,352,481,1311,1279,2155,2535,1620,1361,1623,769,354,3610,4154,768,1649,191,280,1288,1622,291,932,2660,1069,311,4179,976,379,1036,4575,743,1051,274,175,349,2439,3703,1068,335,1330,1360,3389,1347,1488,525,34,726,1288,574,2562,1668,3705,211,3068,3178,1180,617,174,3233,955,1746,319,493,497,1238,353,720,432,1341,603,1670,530,998,763,1084,921,637,2010,888,543,687,2318,975,1356,3397,167
"Rubrobacteraceae",2148,614,262,2851,333,795,7820,2595,2259,810,2970,2493,407,6422,8219,456,773,509,1933,2828,6439,5858,3596,2874,3777,3212,398,6818,8935,2275,3624,242,360,2849,3704,393,2099,7475,3303,771,10346,2437,825,2324,11348,2572,2079,343,321,781,7723,9482,2726,837,2688,3172,8077,2967,3116,984,41,1560,2849,3076,5079,3528,8519,335,7117,9326,2580,2657,384,7327,2297,3847,749,980,489,3071,1314,2764,449,2815,693,3951,2268,2363,2138,3394,2348,3071,4773,3556,1411,2297,6443,2139,3206,7550,310
"Conexibacteraceae",1303,309,103,1654,200,326,2994,1151,987,389,1739,1367,247,2514,3054,169,371,256,738,1542,2700,2676,2489,1523,2187,1060,251,2946,3868,1219,2202,182,184,1637,2287,248,1272,3482,1483,368,4752,1005,424,1298,5730,1215,1166,139,113,377,2299,4314,1606,403,1645,1949,3873,1693,2052,614,21,647,1637,1492,1438,2309,4118,157,3021,3518,1430,1215,159,3449,1087,2158,323,445,269,1892,688,1292,232,1561,361,2419,1048,1172,1002,1415,1055,1463,2416,1376,586,1551,4169,1185,1988,2923,156
"Aquificaceae",977,356,193,961,155,1119,2664,958,775,162,1247,923,178,2004,5134,225,155,182,584,984,2334,2888,1255,934,1346,1171,165,2385,2718,1020,1376,156,186,1435,1380,202,1092,2227,1085,135,3079,1004,193,800,2567,1366,830,146,125,165,2357,2399,1054,157,999,1691,2794,1155,1376,460,20,393,1435,1024,2771,948,3536,212,1932,2613,1135,1504,95,3254,739,1090,155,745,251,1246,771,1041,284,942,294,1334,1058,992,905,900,845,1793,1510,836,860,1142,1324,1068,1035,3072,133
"Hydrogenothermaceae",1370,236,134,1028,105,2109,5442,1085,1096,135,1482,1092,250,1653,7823,172,95,187,758,923,4594,2910,1194,1056,1486,1173,117,3184,3094,702,1292,116,193,1751,1516,236,1425,3530,886,86,2723,834,116,976,2609,3055,1007,88,100,106,3906,3274,850,110,1000,2118,3355,1292,1175,650,15,200,1751,2340,2734,1103,4543,97,1577,3586,1021,1580,86,4456,745,1257,111,975,203,1441,734,798,174,1206,219,1301,934,996,1122,977,1267,852,2091,808,267,537,584,1444,1007,6935,41
"Desulfurobacteriaceae",594,133,77,689,155,798,1553,691,563,126,815,718,183,1357,2468,108,94,157,555,797,1386,2053,789,891,925,729,139,2000,2037,734,947,68,128,928,915,229,580,1730,934,125,2695,775,120,620,2464,1298,507,94,80,114,1607,2094,586,129,813,948,2285,746,793,271,7,504,928,862,1591,745,2460,128,1401,2024,636,1496,82,2747,559,1027,122,1033,210,866,560,557,180,659,278,810,502,660,865,603,452,777,1257,631,290,488,1171,636,677,1960,49
