"Order","stewartERR2027890","shiSRR873458","shiSRR873455","stewartERR2027917","shiSRR873463","wallaceERR983265","shiSRR873599","wallaceERR983268","stewartERR2027895","hessSRR094166","stewartERR2027928","stewartERR2027923","shiSRR873457","hessSRR094424","shiSRR873597","shiSRR873452","hessSRR094418","shiSRR873460","stewartERR2027903","stewartERR2027908","shiSRR873602","shiSRR873596","stewartERR2027927","stewartERR2027929","stewartERR2027912","wallaceERR983264","shiSRR873459","shiSRR873606","shiSRR873604","stewartERR2027909","stewartERR2027920","shiSRR873454","shiSRR873462","stewartERR2027889","stewartERR2027916","shiSRR873464","stewartERR2027891","shiSRR873595","stewartERR2027900","hessSRR094416","shiSRR873609","wallaceERR983263","hessSRR094415","stewartERR2027925","shiSRR1222431","stewartERR2027898","stewartERR2027918","shiSRR873456","hessSRR094419","hessSRR094403","shiSRR873598","shiSRR873605","stewartERR2027926","hessSRR094417","stewartERR2027915","stewartERR2027897","shiSRR873607","stewartERR2027924","stewartERR2027902","wallaceERR2027890","shiSRR1222429","wallaceERR2530126","wallaceERR2027889","stewartERR2027899","shiSRR1267595","stewartERR2027919","shiSRR873608","shiSRR873451","hessSRR094428","shiSRR873601","stewartERR2027910","stewartERR2027907","hessSRR094427","shiSRR873610","wallaceERR983269","stewartERR2027921","hessSRR094405","wallaceERR983266","shiSRR873465","stewartERR2027913","wallaceERR983262","stewartERR2027905","shiSRR873461","stewartERR2027911","shiSRR873453","stewartERR2027914","stewartERR2027901","wallaceERR983267","stewartERR2027893","stewartERR2027892","shiSRR873603","stewartERR2027904","stewartERR2027896","stewartERR2027894","wallaceERR2530127","stewartERR2027906","wallaceERR2282092","stewartERR2027930","stewartERR2027922","shiSRR873600","shiSRR873450"
"Clostridiales",755159,576886,223145,853925,323872,621986,2879186,852605,716333,132461,790539,816857,337312,1478744,3914432,273944,127876,396322,663283,840619,2489184,3160105,872674,1230235,1154207,1675560,256074,1654937,2594381,916638,1119798,279811,390579,1043226,1250718,314943,541204,3179015,825182,129139,3363924,803647,146826,713521,2902352,1784766,525764,191173,160100,128414,2442763,2733052,765435,134469,1014449,935905,3155628,867773,837461,356428,14914,416286,1043226,1076025,1101013,1118546,3059504,397385,1410224,3389162,913275,1387055,145573,2923371,707289,1222775,130743,760602,386946,944603,724118,848003,366029,908659,459825,996945,772178,740418,594666,811968,693315,1114621,1590592,1036733,445585,658693,1691761,821948,907426,3442704,200768
"Halanaerobiales",5693,1046,721,3980,626,6496,10206,3375,4244,316,4925,3682,721,5834,23942,719,295,761,2774,3625,11238,10431,4156,3296,5169,4016,819,8873,8309,2874,4560,447,876,7113,4945,506,5540,12388,3714,300,9316,2918,399,3373,7556,8950,3183,359,373,311,14216,9151,2995,313,3587,8001,9575,4315,3732,2736,54,704,7113,6614,7233,3897,12819,642,4853,13295,3681,6196,267,13790,2346,4585,316,3868,799,4749,2619,3462,848,3954,1045,4296,4109,3421,3908,3329,3461,3772,7792,3720,1500,2172,3542,4719,3779,16654,430
"Natranaerobiales",502,78,83,505,64,999,1356,415,521,42,546,455,37,801,2347,23,32,81,315,578,1555,1346,454,562,633,487,67,1030,971,321,658,25,81,845,561,43,658,1216,435,41,1033,346,44,455,1023,1202,460,17,55,38,904,1146,365,34,505,1141,1189,476,475,251,6,99,845,744,796,533,1616,40,631,1121,490,926,21,1686,324,498,43,305,89,559,282,406,89,616,52,546,474,402,440,323,335,391,951,359,87,170,215,563,565,3465,24
"Thermoanaerobacterales",19719,5646,2991,18021,3668,21346,47373,18176,17148,2405,19775,17524,3454,29817,86926,2795,2427,4110,11859,17336,48116,43961,19714,20223,24019,26979,3436,39605,43960,14529,22537,2444,4241,26326,25863,3903,18072,53747,17865,2314,51011,16002,2741,15467,47229,34081,13883,2026,1820,2397,51266,47475,15586,2434,19651,26291,49212,20061,18923,9291,257,6612,26326,43163,30553,21098,55732,2620,27805,55329,18241,40342,1792,51972,13412,23555,2353,13969,4940,22037,13806,21456,4177,18671,4984,20568,17911,16325,15249,22447,14055,21316,34825,20475,8707,12678,23685,18654,18238,60383,1878
"Erysipelotrichales",10747,8670,3665,11903,3728,14289,49225,10741,12812,1578,11940,14105,6160,18804,177035,4827,1440,5619,10738,12090,63847,57446,12001,14421,15461,17662,3452,24822,38011,16812,14661,3472,5836,14959,16840,3373,8130,105325,13216,1454,38038,10600,1671,9900,36887,26370,7435,3640,1381,1474,107983,38088,9795,1546,12698,13692,47420,12773,11009,5047,377,7045,14959,21600,32962,13820,49573,4252,16864,97399,12368,23446,1255,39431,9069,18684,1453,18617,4958,12746,14966,20461,4360,12895,10680,13931,12687,9738,8916,11858,14300,25358,22427,11429,9441,8972,26763,12093,12868,97055,3457
"Limnochordales",1672,618,220,1843,389,383,4383,1859,1178,512,1793,1595,490,4377,4537,391,527,580,921,1708,3141,2865,2214,1812,2659,1326,328,4039,4905,1507,2065,401,382,2019,2417,385,1306,3445,1633,516,6708,1655,540,1236,7013,1101,1289,317,243,503,3386,5739,1761,487,1751,1914,5185,1818,2091,782,37,652,2019,1133,2199,2346,5429,247,4779,4575,1731,1079,277,4039,1490,2554,487,814,423,1951,487,1400,440,2055,616,2681,1118,1509,1487,1749,1203,1572,2870,2065,709,1183,3155,1486,2241,3775,194
"Acidaminococcales",19131,7092,6123,15969,3644,48128,49264,24839,27216,2054,20094,17894,6927,17296,68565,6386,1975,6965,22978,21201,40269,84045,22147,16929,20796,287757,6275,37740,58637,21728,23781,5418,6185,13910,20131,6192,11804,91692,83230,1980,53961,41784,2204,13272,60032,36904,12228,4699,1081,2037,53216,46597,14665,2127,14747,17649,52251,26692,19623,8992,367,45834,13910,127245,26933,20343,40520,9358,17537,69202,19342,112148,1175,32634,12569,18925,1989,18608,5179,15171,108098,96523,6681,15798,11371,27938,142255,13194,16993,72951,10616,187964,27622,68592,56228,175142,339376,17043,16166,76738,7067
"Selenomonadales",48379,22315,61026,33253,8190,41501,169781,64147,94030,5000,39757,40096,24717,42850,352274,98838,4812,24124,151630,37306,173400,728201,62661,54463,59783,137716,65797,217962,444242,42023,54001,15377,29203,40594,59658,44642,23064,531099,86919,4832,175998,65269,5228,28395,189283,95460,32468,8242,2729,4898,659155,153219,31937,5093,38505,46466,169506,46877,50240,22489,2677,47077,40594,207870,173416,38894,87338,78367,43956,130767,42856,102963,2722,251494,26483,43490,4871,27787,44451,61933,53126,95066,46605,34141,61039,69779,67980,38523,76610,173722,36481,113521,76877,184177,48948,179925,226369,64771,32280,694206,53392
"Veillonellales",18990,14597,185865,18721,6144,29873,200035,23853,29414,2831,20736,19218,13348,26891,143361,24032,2614,7252,24097,23671,123882,2292393,24189,22196,25726,157188,11217,60623,129219,28094,26696,15269,10015,19854,26470,11551,12679,2550876,77064,2798,70565,32376,3184,17353,87781,51173,14679,13162,1741,2792,194802,63418,17474,2890,21034,21374,121219,25735,22465,8772,511,58997,19854,157061,74429,23139,91540,168806,26690,202459,21504,72144,1721,65680,15264,24157,2834,54158,6736,21010,98621,103457,7907,20097,20853,27670,91601,17572,19941,73411,30276,122705,34856,108628,80841,92440,360756,18969,19376,1825056,188763
"Tissierellales",14278,4101,1984,13175,2487,17187,35626,12404,13758,1652,15044,13583,2279,20139,64870,1992,1601,2875,10437,13272,34473,34227,14071,15829,17911,17877,2008,26718,29147,15899,16367,1696,2897,20600,19747,2823,12806,36623,13915,1610,34736,12137,1841,11124,32640,30633,9449,1510,1338,1598,34326,34291,10780,1620,14359,19585,35504,15308,13546,6898,146,4810,20600,33330,21776,14902,43236,2323,18362,39689,13185,30169,1187,41966,9478,17785,1603,10831,3601,16460,12677,14285,2438,13699,3637,15106,13543,11450,11942,12604,11017,15667,24140,12325,7827,9546,24074,13886,13390,46170,1222
"Fusobacteriales",32935,3653,3895,20230,1762,45711,53954,14457,28988,861,28382,18748,1800,20094,132765,2150,862,2165,14417,17789,60886,48337,20326,19396,29027,20080,2070,47468,37129,14141,24240,1479,4490,46582,26777,2209,35025,49082,20056,843,43338,12462,1082,18623,35639,70955,18225,737,1376,838,58357,42458,15174,866,19045,54971,50426,20165,18684,16040,173,2231,46582,47158,38803,18886,59802,2017,15879,50099,19613,45537,958,70059,10026,24271,885,18144,2829,25960,15136,15995,3430,22197,2459,21518,22432,15884,26050,19578,18965,16876,45266,16284,4655,7774,10969,28505,17612,91676,1538
"Gemmatimonadales",3035,891,399,3740,579,767,8213,2814,3176,976,3966,3149,882,8020,9068,819,995,838,2164,3778,8089,8217,5123,3472,4702,3408,718,10052,10844,4735,4734,391,525,3690,4798,584,3123,9685,3375,1017,11931,2443,1040,3203,13374,2868,3100,587,527,964,7839,10461,3346,1029,3007,4307,9300,4060,4459,1356,74,3906,3690,4713,6815,4424,10588,495,9041,11169,3105,2236,596,9991,2621,4133,944,985,1123,3778,1358,4094,821,3338,936,5020,3352,2985,2342,4199,2977,4021,5879,4119,2480,5331,8571,2849,3841,9674,418
"Ignavibacteriales",1610,392,180,1277,219,1765,5004,1434,1002,193,1669,1235,342,3003,5785,286,202,357,805,1455,3526,3547,1522,1235,1722,1174,347,3469,3711,860,1778,263,184,1975,1871,416,1547,4966,1364,175,3776,1408,201,1201,3980,3390,1172,229,184,179,4310,3945,1057,196,1253,2297,3479,1308,1457,750,21,626,1975,1484,3146,1429,4735,133,2841,3814,1307,3962,154,5398,928,1467,196,822,464,1618,1048,971,284,1456,300,1530,1128,1247,1378,1069,1460,1393,3187,1094,739,955,1394,1436,1313,5928,134
"Kiritimatiellales",1808,716,265,2133,369,664,4383,1517,1124,584,2748,1458,295,5272,3244,257,611,687,735,2314,2102,3016,3450,1566,2739,1072,526,4968,5888,1160,2727,251,308,1943,2389,881,2019,3624,1407,532,4754,1178,566,1983,6293,816,2029,207,298,586,2493,5309,1927,561,1434,2669,4214,2213,2774,815,35,588,1943,1694,2526,2667,4788,293,5681,3876,1339,851,348,5940,1637,2137,548,503,690,2244,578,1186,675,1574,391,2907,782,1788,1128,1257,1959,1008,2821,1434,510,967,2190,1406,2377,4469,237
"Victivallales",5485,1680,599,5565,1039,956,8864,5558,2694,3032,7840,4321,1043,30120,8827,744,2909,1359,2341,7085,9335,7520,10555,4347,7624,7512,1065,13351,15080,3922,8241,687,905,5547,7321,925,6671,9908,2923,2983,13397,5892,3019,5169,17418,3195,6325,758,2514,2840,7126,14487,5343,3088,4132,8385,12801,6588,10840,2594,84,3296,5547,2673,6544,8037,14918,871,33437,11404,4343,2777,2673,14457,5963,5647,2928,2018,1467,8048,4609,2564,1300,5017,2437,9621,1931,6825,4177,2944,4923,3859,9032,2842,1734,2502,8030,4047,7267,9735,735
"Nitrospirales",3194,841,320,3308,444,1888,9184,3555,2367,708,3738,3135,550,7314,10559,576,711,822,1989,4069,8634,8063,4223,3704,4442,4514,612,7952,9345,2294,4235,527,559,3667,4766,790,2627,8927,3206,687,11705,3112,759,2980,11098,3178,2590,406,452,748,7732,9902,3080,728,3330,3980,8832,3689,3826,1477,54,2725,3667,5673,6412,4232,9054,503,7440,10634,3409,4252,427,8218,2759,3987,687,1564,831,3894,1967,3428,723,3421,989,4320,2924,3116,3094,3921,2713,2816,4940,3729,2017,3476,7012,2960,3583,10138,319
"Phycisphaerales",1151,415,143,1606,267,300,2888,1139,1158,370,1419,1454,255,2950,3518,250,374,326,1267,1605,2205,2378,2143,1380,1871,983,238,3433,3640,1523,1852,171,221,1539,1920,213,1254,3040,1633,350,5678,1024,385,1144,5211,903,1149,152,173,382,3480,3958,1349,442,1264,1669,3934,1527,1849,565,15,724,1539,1323,1919,1973,4122,199,3269,3647,1367,823,206,3513,1019,1894,422,549,338,1561,405,1579,350,1409,315,2245,1153,1127,1012,1640,1132,1791,2542,1738,731,1373,3281,1094,1712,2776,143
"Candidatus Brocadiales",1231,103,56,833,34,550,2153,793,1052,68,1919,592,93,1051,1995,453,81,89,1792,1192,908,2216,874,480,1037,644,161,1727,2853,612,1817,42,80,786,1248,52,714,2342,1414,74,1820,587,88,1394,1367,697,1023,171,55,80,1603,1623,636,100,478,733,1706,2000,827,572,10,399,786,1015,1230,673,1843,282,926,1589,1098,940,51,2671,516,735,80,503,148,695,769,740,82,621,105,873,600,671,2280,1055,412,437,950,413,1165,508,1584,504,541,2305,27
"Planctomycetales",17398,5583,2250,19661,3006,6297,49904,18944,13577,5384,23687,17045,4259,47303,59039,3163,5344,4451,13262,23713,45382,45055,28752,19726,27037,16258,3322,50201,56536,16495,26173,2514,3061,20685,26431,3432,17096,44583,16077,5385,60064,14722,5825,17922,69214,16875,18287,2731,2766,5261,40145,55787,20035,5636,18374,23876,53820,22830,25015,7937,321,10466,20685,16306,36670,25519,60726,2488,51565,57935,17548,13894,2997,48339,16001,24250,5364,7457,4751,22497,7522,16778,4297,18892,5653,27207,13637,17095,15255,17796,16717,17557,33604,19605,11136,16730,36109,16417,22491,57956,1902
"Acidithiobacillales",1633,519,296,1530,269,698,6323,2108,1711,355,1844,1740,378,3346,6207,328,359,448,1332,1886,5869,5027,2094,1688,2169,3255,417,5154,7885,1685,1984,248,309,1860,2402,328,1200,6044,1636,368,6273,1698,407,1297,5857,1828,1249,296,203,381,4938,5679,1417,420,1620,1833,5624,1910,1983,749,42,1982,1860,2376,3546,1996,5634,236,3452,6363,1910,1844,177,4750,1311,2064,364,1152,423,1931,1016,3833,397,1666,552,2303,2791,1482,1481,4112,1238,3885,2388,4588,1412,2520,4124,1797,1826,8446,251
"Caulobacterales",13291,3840,1530,14034,2269,4228,37079,13136,11654,3683,15955,13407,2491,27569,49825,1894,3639,3517,9801,17569,31052,33320,19110,15184,19574,12573,2386,40329,45628,11463,18284,2045,2206,15008,19625,2602,11274,35534,15864,3721,54172,11193,3934,11746,60151,12625,11764,1798,1361,3637,30223,45874,14289,3814,13962,16033,41740,16438,17087,6046,233,8766,15008,13763,26949,18870,45677,1873,30601,44761,14762,10006,1523,36932,10623,18741,3721,5413,3670,15712,4860,14271,3412,14689,4044,20215,11388,11394,12162,17044,11070,14668,23418,18968,7762,16937,30078,12620,16621,39225,1338
"Holosporales",970,336,223,587,104,775,2568,468,584,62,790,601,186,1038,3502,157,52,149,341,478,1637,1407,675,535,744,414,104,2316,1474,402,708,206,180,969,743,114,896,1751,540,64,1684,514,79,617,1449,1330,677,98,66,49,1664,2035,526,60,440,1257,1978,714,696,446,6,410,969,617,1425,600,2067,228,929,1468,514,1030,77,1923,326,530,80,483,249,695,400,344,202,480,167,634,531,476,718,497,742,397,1480,439,373,369,548,754,526,3882,204
"Magnetococcales",369,158,49,379,64,235,1888,397,243,96,393,307,102,932,1680,76,78,110,304,378,880,1468,483,535,454,570,125,1059,1254,415,518,79,138,459,503,73,363,1746,293,93,1229,415,96,351,1148,445,278,75,51,91,1656,1462,386,88,452,466,1197,435,378,171,3,174,459,339,1145,446,1363,80,953,2038,291,308,51,1109,297,597,67,195,130,418,267,458,94,316,120,498,341,319,237,372,313,465,870,211,156,338,601,350,395,2789,61
